book_a;book_b;count
0060512806;0380813815;3
0553208845;0060916508;3
1880418568;0451180232;3
1558744630;0316769487;3
0061000027;0446322180;3
0061000027;0440213525;3
0671683993;042516098X;3
1558744606;1558745718;3
1880418568;0451166582;3
1558744630;0060248025;3
0061000027;0440498058;3
0061000027;0441004520;3
0061000027;0440998050;3
0671683993;0425137562;3
055357258X;0385335830;3
0425177173;0425190641;3
0671683993;0385722206;3
0671027646;0375727345;3
055357258X;0385492081;3
0671868713;0671001132;3
0671027646;0375706771;3
0671868713;067169071X;3
0671880187;0439136350;3
1558745017;0440225701;3
0671027646;0060502258;3
0425177173;0440225701;3
1558745017;0743418174;3
0671880187;0553211404;3
1558745017;0842329129;3
1558745017;0786866845;3
0671880187;0684874350;3
1558745017;0553579754;3
1558745017;0786881852;3
0060505885;0671003755;3
0553148001;0553289411;3
0061000027;0060194448;3
0553148001;0609610597;3
0425177173;0440241073;3
0671027646;0142001740;3
1878424319;0399142789;3
0425177173;0385504209;3
1878424319;0375707972;3
0395083567;0312966970;3
0061000043;0345370775;3
0671868691;0515131229;3
0061000043;0060194448;3
0061000043;0345361792;3
0425177173;0385479565;3
0395083567;0312971346;3
0425167720;0312195516;3
0425177173;0553582127;3
0375826688;0452282152;3
0553106643;0345337662;3
1878424319;0446532231;3
0425177173;0553579983;3
1878424319;0446605239;3
0395083567;0345337662;3
1878424319;0060392452;3
0399151648;1400034779;3
1558744606;0316781266;3
0395083567;0061009059;3
0671027646;055321313X;3
1878424319;0345361792;3
0380714752;0446672211;3
0375826688;0679429220;3
0425167720;0312990456;3
0553106643;0425128164;3
0553106643;0425130711;3
0553106643;0425136981;3
0425182886;0446605409;3
1558744606;0671016652;3
1558744606;0786868716;3
0553106643;0451142934;3
1558744606;0842329129;3
1558744606;0743237188;3
0425182886;0425121259;3
0671027646;0446608955;3
0671868691;0671041789;3
0553106643;0345386108;3
0553106643;034539657X;3
0375826688;0439136350;3
0375826688;0439139597;3
0671868713;038079487X;3
0375826688;0439136369;3
0425182886;0425179885;3
0061015725;0345413873;3
0671868691;067169071X;3
0425182886;0425182878;3
0345453387;051513287X;3
1853261580;042516098X;3
0399151648;0385504209;3
0345453387;0451169530;3
0060248025;0399146431;3
044661193X;0425182878;3
0060914653;0375707972;3
0446608602;0156027321;3
0375413634;0374199698;3
0060914653;0375727345;3
044661193X;0425178765;3
0060248025;0920668372;3
044661193X;0441003257;3
0676973655;0375727345;3
0446608602;0345391055;3
0375413634;0385504209;3
0676973655;0446310786;3
0375413634;0385503822;3
0671568833;0425183971;3
0679405283;0375504397;3
0671568833;0425189031;3
0553578308;0786817070;3
0679405283;0375401598;3
0671568833;0375504397;3
044661193X;0385504209;3
0425184129;0452283205;3
0399141065;0553295977;3
0679405283;0385472951;3
0679405283;0399133143;3
0446608602;0345389417;3
1853261580;0380789019;3
0375413634;0345361792;3
0385729340;0140293248;3
0385729340;0064472795;3
0375413634;0312265859;3
0375413634;0316666343;3
0375413634;0312265867;3
042518286X;0140293248;3
0375413634;0060934417;3
0060256656;0894805770;3
0446608602;0425169863;3
0671568833;0515121843;3
0060256656;0920668372;3
0413537900;0375700757;3
067697175X;0749395990;3
0553578316;0440220602;3
0060256656;0590353403;3
0451160916;0553572997;3
0552996009;0553280368;3
0060256672;0140077022;3
1558743316;0316666343;3
0060256672;014028009X;3
0553578316;0449005615;3
0060256672;0141301155;3
0446608602;0440998050;3
0375414053;0316569321;3
0446608602;044023722X;3
0446608602;0440241073;3
0553578316;0449003795;3
0060914653;0156027321;3
0451160916;0451167317;3
067697175X;0671003755;3
0553578316;0446606812;3
0375414053;014029628X;3
0060256672;0060929790;3
0060256672;0060248025;3
0671568833;0515131229;3
0451160916;0553213148;3
067697175X;0671021001;3
0375414053;014100018X;3
0375414053;0312195516;3
0375414053;014028009X;3
0060256672;0060938455;3
042518286X;0312924801;3
0671568833;0446527017;3
0060256656;0316666343;3
0553578316;0375705856;3
0446608602;0375707972;3
0425178102;0446604666;3
0676973655;0316788228;3
0060256656;0060929871;3
0060256656;0140067477;3
0446608602;0385505833;3
067697175X;080410526X;3
0413537900;0375726403;3
0553578316;0385265700;3
0446608602;0375760911;3
0060914653;0140067477;3
0425184129;0440226430;3
0385729340;0446310786;3
0679412956;044022165X;3
0345452569;034541389X;3
067169507X;1878424319;3
0345452569;0345413881;3
0385729340;0446610038;3
0446609617;0446609404;3
0679412956;0440220602;3
0679412956;0440214041;3
0679412956;0440211727;3
0345452569;0345413903;3
0553578308;0425147622;3
0679412956;0385472951;3
0385729340;043935806X;3
0553578308;0439136350;3
0553578308;0439139597;3
0425178102;0679429220;3
0345452569;0446672211;3
0449221180;0449219410;3
067169507X;0671510053;3
0449221180;044661193X;3
0446611921;0553583441;3
0061020710;0618002219;3
0425184226;0345441036;3
0446611921;0553582747;3
0446609617;0553292722;3
0425184129;1573229326;3
0385729340;0446670251;3
0446611921;0671027360;3
0399146253;038550120X;3
0446608262;0316666343;3
0446608262;0312924585;3
0671568833;0345313860;3
0671568833;0316693251;3
0679405283;0679454489;3
0679405283;0679454470;3
0671568833;0373218397;3
0671028367;0446527165;3
067169507X;0375706771;3
0061020702;0061092177;3
067169507X;0451197747;3
0060914653;0452269571;3
0413537900;0670892963;3
0060809833;0345370775;3
0552998001;0060958022;3
0446613843;0451184963;3
0060809833;034538475X;3
0375701907;0375726403;3
0061013412;0316666009;3
0060809833;0345342968;3
0060809833;0345318854;3
0671623249;0385504209;3
0671038567;0449221512;3
0671027662;0671525743;3
0671894455;044022165X;3
0060256737;0316569321;3
0671894455;0440221471;3
0060256737;0312278586;3
0060809833;0345417623;3
0671894455;0440211727;3
0671038567;0451188462;3
0375701907;0316776963;3
0446613843;0446606189;3
0060809833;014028009X;3
0446613843;0446531332;3
0671894455;0345370775;3
0553277243;080410526X;3
0446613843;0671041789;3
0060809833;0345313151;3
1558746161;1558744150;3
1558746161;155874262X;3
0061013412;0142004235;3
0671894455;0345337662;3
0671894455;0345439104;3
0061013412;0064407667;3
0671623249;0440214041;3
0671894455;0316666343;3
0552998001;0156001314;3
0061013412;0446601241;3
0425184129;014025448X;3
0061013412;044023722X;3
0061013412;0446602620;3
0061013412;0446604666;3
0552996181;0552998486;3
0060256672;1558744630;3
0061013412;0440222656;3
0446608653;0440236673;3
0446613843;067102423X;3
0671894455;080410526X;3
0671894455;0446607657;3
0380002450;0142001740;3
0446608653;0671004107;3
0380002450;0345337662;3
0380002450;0345342968;3
0446608653;0446611212;3
0671027662;0553280368;3
0446613843;0385504209;3
042517736X;0440214041;3
0553262505;0812550757;3
0060740450;0671021001;3
067697175X;044022103X;3
1857022424;0749395990;3
0375701907;0064472272;3
0380710722;0345370775;3
042517736X;044651652X;3
0553263226;0385508042;3
0375701907;0064400557;3
0375701907;031242227X;3
0553263226;043935806X;3
042517736X;0446609404;3
0671623249;0553275976;3
042517736X;0446607207;3
0399151648;0446604666;3
0060740450;0671867113;3
1558746161;0446310786;3
0552998001;038572179X;3
0380002450;0451524934;3
1558743316;0553272535;3
0446667900;0440224764;3
0375414053;0767905180;3
0553578316;068484477X;3
1558743316;0451526341;3
0671028367;0345413881;3
0425178102;0316666343;3
0375414053;0786868716;3
0413537900;0060096195;3
0671028367;0380817691;3
1558743316;0385479565;3
0446613843;0842329218;3
0552996181;0375703861;3
0552996181;0156711427;3
0552996181;0312278586;3
0552996181;0380778556;3
1857022424;0141007338;3
1558743316;1558531025;3
0552996181;0061097861;3
1573225517;0142001740;3
0446679593;0375706771;3
0380002450;0441790348;3
0679450408;0385493800;3
0345440765;0316666343;3
0679450408;038550120X;3
0020442203;002542730X;3
039914613X;0440200563;3
0440174643;0515134384;3
006001203X;0345313860;3
006109921X;0385504209;3
0553572202;0449219461;3
0345440765;0375726403;3
0064400018;0440214041;3
1573229725;0142001805;3
0679454454;044661193X;3
0449203794;0451157443;3
0553573616;0399501487;3
0345435796;0439136369;3
1573229725;0142001740;3
0449203794;0446606189;3
0380725827;0971880107;3
0060935464;0786868716;3
1573225517;0316776963;3
006092988X;0679735666;3
1573225517;0140067477;3
0679450408;0399145087;3
0440174643;0553268880;3
0440174643;0515127833;3
044900371X;0385314698;3
006092988X;0743227441;3
044900371X;0452284449;3
0525947299;0316780812;3
0425162788;0440220602;3
0679450408;0380710218;3
0425162788;0440221471;3
0374270325;0679429220;3
0399149325;067102423X;3
0064400018;0446310786;3
1573229725;0312980140;3
0671741195;0743206045;3
006001203X;0385504209;3
0425179885;0553561618;3
0374270325;0671510053;3
1573229725;0312195516;3
0446611638;0440241537;3
0425179613;067976402X;3
044900371X;0385474016;3
0060935464;0877017883;3
0525947299;0316735027;3
006092988X;0671510053;3
0399148701;0385504209;3
0679450408;0425169863;3
0671726889;0385479565;3
0345435796;044023722X;3
0679454454;0446604658;3
0553212583;0440213525;3
0345435796;0440226430;3
0060008776;0385492081;3
044900371X;0804114609;3
0671034057;0671027581;3
0380698714;0812550706;3
0345435796;0440236673;3
0553278029;0425147622;3
0394281802;067976402X;3
0425179885;0446612790;3
0425179885;0446613266;3
0679450408;0425163407;3
0679454454;0446605239;3
0553575538;0061030643;3
0553573616;0446310786;3
0449203794;0446363251;3
0399149325;0679444815;3
0345435796;0440213525;3
0060008776;0671038443;3
0553212583;044021145X;3
0679450408;0425147622;3
0394223802;0312243022;3
0394223802;0312195516;3
038000917X;0345443284;3
0449203794;0446322180;3
0394281802;068484477X;3
0449203794;0441790348;3
0920668372;059035342X;3
1573225126;0671021001;3
0060932813;0842329129;3
0064400018;059035342X;3
0064400018;0671003755;3
0425098605;0440241073;3
0345441036;0375726403;3
0449203794;0670844527;3
0920668372;0590353403;3
006001203X;0553295977;3
006092988X;0804106304;3
006109921X;0312966091;3
006109921X;0312966970;3
006109921X;0312976275;3
0671741195;0671003755;3
0064400018;0553280341;3
0671741195;0671004549;3
0449002632;080411868X;3
0425179885;0671025333;3
0345441036;0345380371;3
0553574574;0060928336;3
006109921X;0312195516;3
0399150439;0312265867;3
037540256X;044023722X;3
0374270325;0802130208;3
0671026011;0312990456;3
0920668372;0515131229;3
0679454454;0553213105;3
0380005239;080410753X;3
0671026011;0316666343;3
0399149325;0553572997;3
0060932813;0743418174;3
0345435796;0380710218;3
0380725827;0671034006;3
039914613X;0446527033;3
006001203X;0440214041;3
0425098605;0440234743;3
006092988X;0743454529;3
0920668372;0836204387;3
006001203X;042513699X;3
067172262X;0971880107;3
0553573616;0385484518;3
0425179885;0670894605;3
006109921X;0316780375;3
067172262X;0842329218;3
0449203794;0553572997;3
006001203X;0446610038;3
0553569058;0385504209;3
006001203X;0440234743;3
0425162788;044021145X;3
0394223802;0786868716;3
0374270325;0684874350;3
0394223802;0771060548;3
006109921X;0671003755;3
006109921X;0671004530;3
0449203794;0345370775;3
1573227331;0375756981;3
0553573616;0684857820;3
039914613X;0446604666;3
0671034022;0312966970;3
0425179613;0812550706;3
0553575384;0449005615;3
006109921X;0671001795;3
044661064X;0345444884;3
1573227331;0375726403;3
037540256X;0061009059;3
0380698714;0451169530;3
0446611611;0316153915;3
0425098605;0446611808;3
0553278223;0345353145;3
0671034022;0515121843;3
0553575384;0452282152;3
044661162X;0553578685;3
0374270325;0449907481;3
039914613X;0446527017;3
0671443283;067164257X;3
0449911519;0767905180;3
0060935464;0553273914;3
0374270325;0449005615;3
0451099648;0345337662;3
0425188809;0425166619;3
0671742515;0552124753;3
044661064X;0385335482;3
0553278223;0316769509;3
0345435796;0553284789;3
0345435796;0553279556;3
0671034057;0439139597;3
0971263906;0385504209;3
0553580272;0316666343;3
0425098605;0451132378;3
044661064X;0380710218;3
0671443283;0425180638;3
0394281802;0060935464;3
0553575384;0440940001;3
0671443283;0425172546;3
0060935464;0452264464;3
037570910X;0446670251;3
0449911519;0671003755;3
0449006530;0312978383;3
0374270325;0446391301;3
0971263906;0375706771;3
0394281802;0060958022;3
0449003981;1573225789;3
0553575384;0679429220;3
0446611638;0312983271;3
0553580272;0156027321;3
0020442203;055321313X;3
0671742515;0552131075;3
0553277537;080410526X;3
0553575384;080410753X;3
0553575384;0804106304;3
0553575384;0812550706;3
0671742515;0552128481;3
038000917X;0385504209;3
0060935464;067976402X;3
039914613X;044023669X;3
0553573616;0451526341;3
0425098605;0446531332;3
006109921X;0525946829;3
0671742515;0552140287;3
0380725835;0380721643;3
0553573616;0671003755;3
0929634063;0452282152;3
0380725835;0380725827;3
0671034057;0452266564;3
0553580272;0743467523;3
0394223802;0140293248;3
037540256X;0312195516;3
0425162788;0451172817;3
0061097861;0671014919;3
0380725835;0375727345;3
0394281802;0671510053;3
0449002411;0440221471;3
0345441133;0312983867;3
0671026011;0446667900;3
0449002411;0440224624;3
037540256X;0684867621;3
0449208672;0446310786;3
0679446486;0590353403;3
0345441133;0316096199;3
0449002411;0440211727;3
0449002411;0440213525;3
0425188787;0553280341;3
0394223802;0671042572;3
0671759345;034538475X;3
0671741187;0842329129;3
0374480095;0345416260;3
0553277537;0316769487;3
0345435249;0836220889;3
0064400026;0553272535;3
0671026011;0446612545;3
0425098605;0425132951;3
089480829X;0743418174;3
0374121230;0375705856;3
089480829X;0671727796;3
0345441133;0345337662;3
0374121230;0375706771;3
0345435249;080410753X;3
089480829X;0671524313;3
0374121230;0375502238;3
0061097861;059035342X;3
0064400026;0553213164;3
0064400026;055321313X;3
0064400026;0553211404;3
0374121230;0375726403;3
0380725827;0446607193;3
0060930187;0446310786;3
0064400026;051513628X;3
037540256X;0743418174;3
0394223802;038542017X;3
0345441133;0316781266;3
0374121230;0375760911;3
0553277537;0345337662;3
0679446486;0684874350;3
089480829X;155874262X;3
0061097861;0743467523;3
0679446486;067976402X;3
0380725827;0449223604;3
0425188787;055357230X;3
039914613X;0385472951;3
0449208672;0142001740;3
1573222267;0679442790;3
067172262X;0451163524;3
0374121230;0446672211;3
0553212478;0618002227;3
0345435249;1400031354;3
0671741187;1558744150;3
0061097861;068484477X;3
0671741187;155874424X;3
0380725827;0449219364;3
0345441133;0140293248;3
0374121230;0060976241;3
0553277537;0060502258;3
0671741187;0671705091;3
067172262X;0439064872;3
067172262X;0439139600;3
0061097861;0446532231;3
0399145990;0671003755;3
067172262X;0440215625;3
0060930187;0553279378;3
0671741187;0671867156;3
0399150439;0446530387;3
0380005239;0451172817;3
0553278223;0440414806;3
0679446486;0385490992;3
0553576089;0671867091;3
0553213172;014029628X;3
0448095017;1558744150;3
0060930187;067976402X;3
1576737330;0064407667;3
0345435249;0671001795;3
0553278223;0446310786;3
0061097861;0440998050;3
0553213172;0064401847;3
0374100128;1558743669;3
0061097861;044651652X;3
0553212478;0440180295;3
0425189864;0446604844;3
0553576089;0553271636;3
1576737330;0060987103;3
0425189864;0446612790;3
039914613X;0375727345;3
0060930187;0452282152;3
0345441133;0373218192;3
0553576089;0553572997;3
0380005239;0553268880;3
0553576089;0553278029;3
0425189864;0449003787;3
0380005239;055321313X;3
0553576089;0553280341;3
0425178951;0385504209;3
0345441133;0375706771;3
0399150439;0446525804;3
067103619X;0385504209;3
0060932759;0671510053;3
0060930187;0385335881;3
0920668372;0439139597;3
0060932813;0446612790;3
0060083948;0425182878;3
